Reference Number,description,Assigned to,Assignment Group,Affected Service/CI,Affected Service/CI Category,Affected Service/CI Subcategory,Closed Date,Created,Created by,Task Summary,Closed by,Closure Code,Closure Code 2
INC0022246549,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / DCBNTXCLSPR0601 - Dynamic scheduling failure. Detected total 19 anomalies: 1) Detected CPU contention on host: DCBNTXAHVPR0623 2) Detected CPU contention on host: DCBNTXAHVPR0622 3) Detected CPU contention on host: DCBNTXAHVPR0621 4) Detected CPU contention on host: DCBNTXA - Event ID:0242ac11-0007-aa67-11ec-e3b896fa8252,Dipty-Ranjan Mohanty,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr0601.de.db.com,,,,04 June 2022,zip_interface,,,,
INC0022246570,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / DCBNTXCLSPR0401 - Dynamic scheduling failure. Detected total 17 anomalies: 1) Detected CPU contention on host: DCBNTXAHVPR0415 2) Detected CPU contention on host: DCBNTXAHVPR0422 3) Detected CPU contention on host: DCBNTXAHVPR0423 4) Detected CPU contention on host: DCBNTXA - Event ID:0242ac11-0007-aa67-11ec-e3baed5e1184,Ratheesh Sivasubramaniam,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr0401.de.db.com,,,,04 June 2022,zip_interface,,,,
INC0022246632,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / CDCNTXCLSPR1001 - Dynamic scheduling failure. Detected total 18 anomalies: 1) Detected CPU contention on host: CDCNTXAHVPR1001 2) Detected CPU contention on host: CDCNTXAHVPR1019 3) Detected CPU contention on host: CDCNTXAHVPR1020 4) Detected CPU contention on host: CDCNTXA - Event ID:0242ac11-0007-af61-11ec-e3c0b7bff820,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1001.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022246561,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / CDCNTXCLSPR1001 - Dynamic scheduling failure. Detected total 16 anomalies: 1) Detected CPU contention on host: CDCNTXAHVPR1011 2) Detected CPU contention on host: CDCNTXAHVPR1001 3) Detected CPU contention on host: CDCNTXAHVPR1019 4) Detected CPU contention on host: CDCNTXA - Event ID:0242ac11-0007-af61-11ec-e3b919033c72,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1001.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022246759,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / CDCNTXCLSPR0401 - Dynamic scheduling failure. Detected total 21 anomalies: 1) Detected CPU contention on host: CDCNTXAHVPR0401 2) Detected CPU contention on host: CDCNTXAHVPR0417 3) Detected CPU contention on host: CDCNTXAHVPR0414 4) Detected CPU contention on host: CDCNTXA - Event ID:0242ac11-0007-af61-11ec-e3c73df4c0f0,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0401.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022246562,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / CDCNTXCLSPR0401 - Dynamic scheduling failure. Detected total 21 anomalies: 1) Detected CPU contention on host: CDCNTXAHVPR0401 2) Detected CPU contention on host: CDCNTXAHVPR0414 3) Detected CPU contention on host: CDCNTXAHVPR0416 4) Detected CPU contention on host: CDCNTXA - Event ID:0242ac11-0007-af61-11ec-e3b94affb6cb,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0401.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022246631,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / CDCNTXCLSPR0401 - Dynamic scheduling failure. Detected total 20 anomalies: 1) Detected CPU contention on host: CDCNTXAHVPR0401 2) Detected CPU contention on host: CDCNTXAHVPR0417 3) Detected CPU contention on host: CDCNTXAHVPR0414 4) Detected CPU contention on host: CDCNTXA - Event ID:0242ac11-0007-af61-11ec-e3c0749c5097,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0401.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247769,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / 2PKNTXCLSPR0401 - Dynamic scheduling failure. Detected total 21 anomalies: 1) Detected CPU contention on host: 2PKNTXAHVPR0408 2) Detected CPU contention on host: 2PKNTXAHVPR0406 3) Detected CPU contention on host: 2PKNTXAHVPR0405 4) Detected CPU contention on host: 2PKNTXA - Event ID:0242ac11-0015-bb1f-11ec-e3ed74e56e3b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0401.us.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022249138,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0403 - Average CPU load on Controller VM 172.18.132.56 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-e43e8992d795,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0403.sg.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022248557,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0403 - Average CPU load on Controller VM 172.18.132.56 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-e4185f2a2c05,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0403.sg.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247704,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DCBNTXAHVPR0802 - CPU load is very high for ldavg-5 for a long time: 30897029.01, on node 172.18.96.173 - Event ID:0242ac11-0007-aa67-11ec-e3eb38fe1cd2",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr0802.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022251132,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DCBNTXAHVPR0802 - CPU load is very high for ldavg-5 for a long time: 10602556.44, on node 172.18.96.173 - Event ID:0242ac11-0007-aa67-11ec-e4b3b13915e6",Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr0802.de.db.com,,,,05 June 2022,zip_interface,,,,
INC0022259332,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e5d1bc458148,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,06 June 2022,zip_interface,,,Hardware,Not Listed
INC0022256972,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e58a5237f8a5,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,06 June 2022,zip_interface,,,Hardware,Not Listed
INC0022255393,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - CPU load is very high for ldavg-5 for a long time: 2247480.73, on node 172.31.104.239 - Event ID:0242ac11-0015-bb1f-11ec-e570527ca1be",Kajal-A Jadhav,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,06 June 2022,zip_interface,,,,
INC0022268631,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e6a2617ac939,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,,07 June 2022,zip_interface,,,Hardware,Not Listed
INC0022267468,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e678e7e7e1bb,Vishal Sunar,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,,07 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022262031,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e62c4d998957,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,07 June 2022,zip_interface,,,Hardware,Not Listed
INC0022260801,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e6151baf55be,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,07 June 2022,zip_interface,,,Hardware,Not Listed
INC0022267268,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - CPU load is very high for ldavg-5 for a long time: 13430432.64, on node 172.18.72.174 - Event ID:0242ac11-0007-af61-11ec-e67520bfde47",Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,,07 June 2022,zip_interface,,,,
INC0022267466,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DCBNTXAHVPR0802 - CPU load is very high for ldavg-5 for a long time: 18766737.08, on node 172.18.96.173 - Event ID:0242ac11-0007-aa67-11ec-e677cbcbcb55",Vishal Sunar,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr0802.de.db.com,,,,07 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022270636,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e6ef99149db7,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022269974,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e6e13e73cfd2,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,13-06-2022 07:01,08 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022269753,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e6d86a14dfec,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,13-06-2022 06:00,08 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022277096,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e75d01d4f132,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022274623,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e723f5cb8512,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022271588,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e6fd1a9eed3a,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022277266,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - Average CPU load on Controller VM 172.18.97.146 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-e764b6e21b69,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022276825,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - Average CPU load on Controller VM 172.18.97.146 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-e752b1fcecc7,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022270416,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - CPU load is very high for ldavg-5 for a long time: 4449018.16, on node 172.18.97.146 - Event ID:0242ac11-0007-aa67-11ec-e6ed419c696c",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022276491,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - CPU load is very high for ldavg-5 for a long time: 24454642.68, on node 172.18.97.146 - Event ID:0242ac11-0007-aa67-11ec-e7468a6c19f1",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022284821,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e810e96e3f9d,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022277998,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / WDCNTXAHVPR0723 - Average CPU load on Controller VM 172.18.72.174 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-af61-11ec-e792b812e443,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0723.uk.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022285542,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e83aef656737,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022278058,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - Average CPU load on Controller VM 172.31.104.239 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e797fca93c12,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022278114,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - Average CPU load on Controller VM 172.18.97.146 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-e799f1039934,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022277938,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - Average CPU load on Controller VM 172.18.97.146 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-e78f2f01f62b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022284635,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR0802 - Average CPU load on Controller VM 172.18.96.173 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-e80af7f41c64,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr0802.de.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022284634,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / 2PKNTXAHVPR0415 - Average CPU load on Controller VM 172.31.108.66 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e80bb266f97d,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr0415.us.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022278165,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / 2PKNTXAHVPR0415 - Average CPU load on Controller VM 172.31.108.66 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-e79ac371fcd3,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr0415.us.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022284565,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - CPU load is very high for ldavg-5 for a long time: 2247480.73, on node 172.31.104.239 - Event ID:0242ac11-0015-bb1f-11ec-e80a914f8fa8",Vishal Sunar,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,CPU Load
INC0022284376,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - CPU load is very high for ldavg-5 for a long time: 2247480.73, on node 172.31.104.239 - Event ID:0242ac11-0015-bb1f-11ec-e805d271176e",Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,CPU Load
INC0022283957,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - CPU load is very high for ldavg-5 for a long time: 2247480.73, on node 172.31.104.239 - Event ID:0242ac11-0015-bb1f-11ec-e7fc97ba5b15",Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,CPU Load
INC0022282203,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0918 - CPU load is very high for ldavg-5 for a long time: 2247480.73, on node 172.31.104.239 - Event ID:0242ac11-0015-bb1f-11ec-e7e4454349d8",Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0918.us.db.com,,,,09 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022278493,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DCBNTXAHVPR1212 - CPU load is very high for ldavg-5 for a long time: 272067.10, on node 172.18.97.146 - Event ID:0242ac11-0007-aa67-11ec-e7ab204947b9",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1212.de.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022277978,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / 2PKNTXAHVPR0415 - CPU load is very high for ldavg-5 for a long time: 39738358.22, on node 172.31.108.66 - Event ID:0242ac11-0015-bb1f-11ec-e792e3290315",Ratheesh Sivasubramaniam,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr0415.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,CPU Load
